"MD001";"Cadastro realizado com sucesso.";"Alerta"
"MD002";"Alteração realizada com sucesso.";"Alerta"
"MD003";"Exclusão realizada com sucesso.";"Alerta"
"MD004";"Confirmação realizada com sucesso.";"Alerta"
